language,domain,record_id,text,target_task,aspect,aspect_is_null,source_count,distinct_va,distinct_opinions,distinct_categories,conflict_type,valence_min,valence_max,valence_spread,arousal_min,arousal_max,arousal_spread,max_va_distance,opinions,categories,vas
zho,restaurant,R0272:S067,然後整塊豆腐咬下去就滿滿水份，真的超入味啊啊啊。,1,豆腐,False,2,2,2,1,opinion_varies,6.0,6.75,0.75,5.88,6.75,0.8700000000000001,1.148651383144599,"[""滿滿水份"", ""真的超入味""]","[""food#quality""]","[[6.0, 5.88], [6.75, 6.75]]"
zho,restaurant,R0272:S102,整體就是豆腐酥脆香氣四溢醬汁入味泡菜好吃。,1,豆腐,False,2,2,2,1,opinion_varies,5.83,6.17,0.33999999999999986,5.0,5.5,0.5,0.6046486583132389,"[""酥脆"", ""香氣四溢""]","[""food#quality""]","[[5.83, 5.0], [6.17, 5.5]]"
zho,restaurant,R0274:S033,整個牛肉外面吃起來有點微焦，但是裡面卻非常軟Q。,1,牛肉,False,2,2,2,1,opinion_varies,4.75,6.75,2.0,5.0,6.0,1.0,2.23606797749979,"[""有點微焦"", ""非常軟q""]","[""food#quality""]","[[4.75, 5.0], [6.75, 6.0]]"
zho,restaurant,R1360:S022,排骨帶點醋香非常下飯。,1,排骨,False,2,2,2,1,opinion_varies,5.83,7.0,1.17,5.33,6.83,1.5,1.9023406634985227,"[""帶點醋香"", ""非常下飯""]","[""food#quality""]","[[5.83, 5.33], [7.0, 6.83]]"
zho,restaurant,R1360:S033,炒米粉有點普，太乾且口味太淡了。,1,炒米粉,False,2,2,2,1,opinion_varies,3.88,4.62,0.7400000000000002,5.0,5.5,0.5,0.8930845424706444,"[""太乾"", ""有點普""]","[""food#quality""]","[[3.88, 5.5], [4.62, 5.0]]"
zho,restaurant,R1360:S039,這一道的腰果非常美味，吃起來新鮮而有點淡淡的甜味。,1,腰果,False,3,3,3,1,opinion_varies,6.33,6.67,0.33999999999999986,5.67,6.67,1.0,1.014347080638575,"[""新鮮"", ""有點淡淡的甜味"", ""非常美味""]","[""food#quality""]","[[6.33, 5.83], [6.5, 5.67], [6.67, 6.67]]"
zho,restaurant,R1371:S044,亮晶晶肉燥飯超肥也很鹹香，不甜膩整個煮得很軟爛，真的超愛。,1,亮晶晶肉燥飯,False,5,2,5,1,opinion_varies,6.0,7.5,1.5,5.0,7.5,2.5,2.9154759474226504,"[""不甜膩"", ""很軟爛"", ""很鹹香"", ""真的超愛"", ""超肥""]","[""food#quality""]","[[6.0, 5.0], [7.5, 7.5]]"
zho,restaurant,R1384:S076,蟹真丈很甘甜而且乾淨，這點非常驚人。,1,蟹真丈,False,3,3,3,1,opinion_varies,5.83,6.67,0.8399999999999999,5.33,6.33,1.0,1.3059862173851606,"[""乾淨"", ""很甘甜"", ""非常驚人""]","[""food#quality""]","[[5.83, 5.33], [6.17, 5.67], [6.67, 6.33]]"
zho,restaurant,R1384:S107,河豚皮和胡麻水芹好吃是好吃，但就有點普通。,1,河豚皮,False,2,2,2,1,opinion_varies,5.0,5.5,0.5,5.0,5.25,0.25,0.5590169943749475,"[""好吃"", ""有點普通""]","[""food#quality""]","[[5.0, 5.0], [5.5, 5.25]]"
zho,restaurant,R1384:S107,河豚皮和胡麻水芹好吃是好吃，但就有點普通。,1,胡麻水芹,False,2,2,2,1,opinion_varies,5.0,5.5,0.5,5.0,5.25,0.25,0.5590169943749475,"[""好吃"", ""有點普通""]","[""food#quality""]","[[5.0, 5.0], [5.5, 5.25]]"
zho,restaurant,R1385:S004,排餐價格220元還算是平價實惠。,1,排餐價格,False,2,2,2,1,opinion_varies,5.83,6.0,0.16999999999999993,5.17,5.17,0.0,0.16999999999999993,"[""實惠"", ""算是平價""]","[""food#prices""]","[[5.83, 5.17], [6.0, 5.17]]"
zho,restaurant,R1385:S012,開胃冷盤有醃菜火腿片以及蟹肉棒看起來雖然有點空虛，但還蠻好吃的。,1,開胃冷盤,False,2,2,2,2,opinion_and_category_vary,4.5,5.83,1.33,4.83,5.5,0.6699999999999999,1.4892279879185726,"[""有點空虛"", ""蠻好吃""]","[""food#quality"", ""food#style_options""]","[[4.5, 4.83], [5.83, 5.5]]"
zho,restaurant,R1385:S016,沙朗牛排還蠻大塊而且厚。,1,沙朗牛排,False,2,2,2,1,opinion_varies,6.0,6.12,0.1200000000000001,5.0,5.62,0.6200000000000001,0.6315061361538779,"[""厚"", ""蠻大塊""]","[""food#style_options""]","[[6.0, 5.0], [6.12, 5.62]]"
zho,restaurant,R1385:S024,有小蛋糕和水果吃起來好甜，吃完真的是太滿足了。,1,小蛋糕,False,2,2,2,1,opinion_varies,6.38,7.5,1.12,5.75,7.25,1.5,1.8720042734993956,"[""好甜"", ""真的是太滿足""]","[""food#quality""]","[[6.38, 5.75], [7.5, 7.25]]"
zho,restaurant,R1385:S024,有小蛋糕和水果吃起來好甜，吃完真的是太滿足了。,1,水果,False,2,2,2,1,opinion_varies,6.38,7.5,1.12,5.75,7.25,1.5,1.8720042734993956,"[""好甜"", ""真的是太滿足""]","[""food#quality""]","[[6.38, 5.75], [7.5, 7.25]]"
zho,restaurant,R1399:S028,這間餐廳的價格其實不能說便宜但也不貴。,1,價格,False,2,2,2,1,opinion_varies,4.5,5.5,1.0,4.0,5.0,1.0,1.4142135623730951,"[""不能說便宜"", ""不貴""]","[""restaurant#prices""]","[[4.5, 4.0], [5.5, 5.0]]"
zho,restaurant,R1402:S013,檸檬塔對我們來說酸味不夠，有點可惜。,1,檸檬塔,False,2,2,2,1,opinion_varies,4.5,4.5,0.0,4.67,5.17,0.5,0.5,"[""有點可惜"", ""酸味不夠""]","[""food#quality""]","[[4.5, 4.67], [4.5, 5.17]]"
zho,restaurant,R1406:S038,贈送的半塊可樂餅外酥內綿也挺不錯的。,1,可樂餅,False,2,2,2,1,opinion_varies,6.17,6.33,0.16000000000000014,5.67,5.67,0.0,0.16000000000000014,"[""外酥內綿"", ""挺不錯""]","[""food#quality""]","[[6.17, 5.67], [6.33, 5.67]]"
zho,restaurant,R1408:S025,這裡的青醬真的是色澤飽滿，味道鮮美，讓人回味無窮。,1,青醬,False,2,2,2,1,opinion_varies,6.33,7.0,0.6699999999999999,6.17,7.0,0.8300000000000001,1.0666770832824712,"[""回味無窮"", ""真的是色澤飽滿""]","[""food#quality""]","[[6.33, 6.17], [7.0, 7.0]]"
zho,restaurant,R1409:S057,雞肉嫩口不乾柴，令人意猶未盡。,1,雞肉,False,3,3,3,1,opinion_varies,5.75,6.5,0.75,5.0,5.5,0.5,0.9013878188659973,"[""不乾柴"", ""嫩口"", ""意猶未盡""]","[""food#quality""]","[[5.75, 5.0], [6.25, 5.0], [6.5, 5.5]]"
zho,restaurant,R1411:S023,配菜都蠻普通的，而且是涼的，那天吃完著實失望。,1,配菜,False,2,2,2,1,opinion_varies,3.75,5.0,1.25,5.0,5.5,0.5,1.346291201783626,"[""失望"", ""蠻普通""]","[""food#quality""]","[[3.75, 5.5], [5.0, 5.0]]"
zho,restaurant,R1415:S006,牛舌的熟度剛剛好，口感超級軟嫩而且很香，不沾醬就超級好吃。,1,牛舌,False,2,2,2,1,opinion_varies,6.0,7.0,1.0,6.25,7.0,0.75,1.25,"[""很香"", ""超級好吃""]","[""food#quality""]","[[6.0, 6.25], [7.0, 7.0]]"
zho,restaurant,R1415:S015,香菇非常軟嫩且超級入味。,1,香菇,False,2,2,2,1,opinion_varies,6.75,7.12,0.3700000000000001,6.62,7.0,0.3799999999999999,0.5303772242470448,"[""超級入味"", ""非常軟嫩""]","[""food#quality""]","[[6.75, 6.62], [7.12, 7.0]]"
zho,restaurant,R1233:S050,細麵吃起來沒有麵粉味，精緻感很夠，只有好吃可以形容。,1,細麵,False,2,2,2,1,opinion_varies,6.25,6.5,0.25,5.5,6.0,0.5,0.5590169943749475,"[""好吃"", ""沒有麵粉味""]","[""food#quality""]","[[6.25, 5.5], [6.5, 6.0]]"
zho,restaurant,R1236:S018,這裡的肉片給的一點都不小氣，切得超大片。,1,肉片,False,2,2,2,1,opinion_varies,6.5,6.5,0.0,6.25,6.5,0.25,0.25,"[""一點都不小氣"", ""超大片""]","[""food#style_options""]","[[6.5, 6.25], [6.5, 6.5]]"
zho,restaurant,R1239:S029,鬆餅非常的軟，綿綿的又很香。,1,鬆餅,False,3,3,3,1,opinion_varies,5.75,7.0,1.25,5.25,6.75,1.5,1.9525624189766635,"[""很香"", ""綿綿"", ""非常的軟""]","[""food#quality""]","[[5.75, 5.25], [6.25, 6.25], [7.0, 6.75]]"
zho,restaurant,R1255:S002,而且價格不是只有合理，是誇張便宜。,1,價格,False,2,2,2,1,opinion_varies,5.5,6.75,1.25,5.25,7.0,1.75,2.1505813167606567,"[""合理"", ""誇張便宜""]","[""restaurant#prices""]","[[5.5, 5.25], [6.75, 7.0]]"
zho,restaurant,R0861:S043,巧克力是帶著點苦味的濃郁口味，甜度很低，吃起來不容易膩。,1,巧克力,False,2,2,2,1,opinion_varies,5.5,6.0,0.5,5.5,5.5,0.0,0.5,"[""不容易膩"", ""濃郁口味""]","[""food#quality""]","[[5.5, 5.5], [6.0, 5.5]]"
zho,restaurant,R0878:S018,焦糖榛果生巧克力塔180元，這款滋味主體在生巧克力的微苦和濃郁。,1,生巧克力,False,2,2,2,1,opinion_varies,5.0,5.67,0.6699999999999999,5.17,5.33,0.16000000000000014,0.6888396039717809,"[""微苦"", ""濃郁""]","[""food#quality""]","[[5.0, 5.17], [5.67, 5.33]]"
zho,restaurant,R0879:S045,現做甜筒，不算特別的普通好吃這樣。,1,甜筒,False,2,2,2,1,opinion_varies,4.75,5.5,0.75,5.0,5.0,0.0,0.75,"[""不算特別"", ""普通好吃""]","[""food#quality""]","[[4.75, 5.0], [5.5, 5.0]]"
zho,restaurant,R0880:S091,九孔鮑，沒沾醬吃起來有股大海的鮮甜且很有彈性。,1,九孔鮑,False,2,2,2,1,opinion_varies,6.17,6.5,0.33000000000000007,5.83,6.17,0.33999999999999986,0.4738143096192853,"[""大海的鮮甜"", ""很有彈性""]","[""food#quality""]","[[6.17, 5.83], [6.5, 6.17]]"
zho,restaurant,R0880:S115,煎到金黃油亮的豆腐，超軟嫩又很入味。,1,豆腐,False,3,3,3,1,opinion_varies,6.33,6.5,0.16999999999999993,5.5,6.17,0.6699999999999999,0.6912307863514181,"[""很入味"", ""超軟嫩"", ""金黃油亮""]","[""food#quality""]","[[6.33, 5.5], [6.5, 5.67], [6.5, 6.17]]"
zho,restaurant,R0880:S122,鮭魚卵手捲有滿滿的鮭魚卵，一口下去口中咇咇啵啵很有趣。,1,鮭魚卵,False,2,2,2,2,opinion_and_category_vary,6.25,6.5,0.25,5.5,6.5,1.0,1.0307764064044151,"[""咇咇啵啵很有趣"", ""滿滿的""]","[""food#quality"", ""food#style_options""]","[[6.25, 5.5], [6.5, 6.5]]"
zho,restaurant,R0880:S126,這生魚片蠻小一塊的，口感軟又有油香。,1,生魚片,False,2,2,2,2,opinion_and_category_vary,4.83,5.67,0.8399999999999999,5.17,5.17,0.0,0.8399999999999999,"[""油香"", ""蠻小一塊""]","[""food#quality"", ""food#style_options""]","[[4.83, 5.17], [5.67, 5.17]]"
zho,restaurant,R0880:S134,弱爆的月見牛壽喜燒，牛肉只有一片蛋是散的而且還只有一絲絲，真是太令我失望了。,1,蛋,False,2,2,2,2,opinion_and_category_vary,4.25,4.25,0.0,5.5,6.0,0.5,0.5,"[""只有一絲絲"", ""散的""]","[""food#quality"", ""food#style_options""]","[[4.25, 5.5], [4.25, 6.0]]"
zho,restaurant,R0880:S156,炙燒牛肉壽司牛肉上刷了一層油亮的醬，不過吃起來是涼的肉也很韌，完全不行。,1,炙燒牛肉壽司,False,2,2,2,1,opinion_varies,3.5,4.0,0.5,5.0,6.75,1.75,1.8200274723201295,"[""完全不行"", ""涼的""]","[""food#quality""]","[[3.5, 6.75], [4.0, 5.0]]"
zho,restaurant,R0880:S169,牛肚是辣味的也滷的很軟，蠻好吃的。,1,牛肚,False,2,2,2,1,opinion_varies,6.0,6.0,0.0,5.5,6.5,1.0,1.0,"[""很軟"", ""蠻好吃的""]","[""food#quality""]","[[6.0, 5.5], [6.0, 6.5]]"
zho,restaurant,R0880:S184,而且鳳爪肉也很厚吃起來很爽。,1,鳳爪肉,False,2,2,2,1,opinion_varies,5.88,5.88,0.0,5.62,5.75,0.1299999999999999,0.1299999999999999,"[""很厚"", ""很爽""]","[""food#quality""]","[[5.88, 5.62], [5.88, 5.75]]"
zho,restaurant,R0895:S055,伯爵酒香布丁帶有淡淡的酒香，布丁是比較鬆軟的，還行。,1,布丁,False,2,2,2,1,opinion_varies,5.17,5.83,0.6600000000000001,4.83,5.5,0.6699999999999999,0.9404786015641186,"[""比較鬆軟"", ""還行""]","[""food#quality""]","[[5.17, 4.83], [5.83, 5.5]]"
zho,restaurant,R0898:S005,我拿最多的當然就是入口即化的肥美鮭魚~~~,1,鮭魚,False,2,2,2,1,opinion_varies,6.0,6.5,0.5,5.25,6.0,0.75,0.9013878188659973,"[""入口即化"", ""肥美""]","[""food#quality""]","[[6.0, 5.25], [6.5, 6.0]]"
zho,restaurant,R0901:S023,魚的肉質嫩且味美，沒甚麼魚刺。,1,魚的肉質,False,2,2,2,1,opinion_varies,5.67,5.83,0.16000000000000014,5.0,5.0,0.0,0.16000000000000014,"[""味美"", ""嫩""]","[""food#quality""]","[[5.67, 5.0], [5.83, 5.0]]"
zho,restaurant,R0901:S030,不用沾粉就很好吃的透抽，透抽Q彈新鮮有咬勁。,1,透抽,False,4,2,4,1,opinion_varies,6.17,6.5,0.33000000000000007,5.5,6.33,0.8300000000000001,0.8931965069345044,"[""q彈"", ""很好吃"", ""新鮮"", ""有咬勁""]","[""food#quality""]","[[6.17, 5.5], [6.5, 6.33]]"
zho,restaurant,R0902:S023,金蓬萊的招牌就是排骨酥吃起來非常香，但有點油滋滋的。,1,排骨酥,False,2,2,2,1,opinion_varies,4.17,6.83,2.66,5.17,6.67,1.5,3.053784537258646,"[""有點油滋滋的"", ""非常香""]","[""food#quality""]","[[4.17, 5.17], [6.83, 6.67]]"
zho,restaurant,R0913:S041,豆腐口感外酥內嫩，散發著陣陣香氣，絲毫不膩口。,1,豆腐口感,False,2,2,2,1,opinion_varies,5.75,6.5,0.75,5.0,6.25,1.25,1.4577379737113252,"[""外酥內嫩"", ""絲毫不膩口""]","[""food#quality""]","[[5.75, 5.0], [6.5, 6.25]]"
zho,restaurant,R0920:S022,辣炒魷魚甜甜辣辣非常夠味，魷魚多且新鮮超級下飯。,1,魷魚,False,3,2,3,2,opinion_and_category_vary,5.83,6.67,0.8399999999999999,5.0,7.17,2.17,2.3269078194032526,"[""多"", ""新鮮"", ""超級下飯""]","[""food#quality"", ""food#style_options""]","[[5.83, 5.0], [6.67, 7.17]]"
zho,restaurant,R0921:S022,這裡的蛋餅雖然很油，但吃起來真的很香很嫩而雙蛋會讓整份蛋餅吃起來更加厚實。,1,蛋餅,False,2,2,2,1,opinion_varies,4.17,6.5,2.33,5.0,6.33,1.33,2.6828715958837837,"[""很油"", ""真的很香很嫩""]","[""food#quality""]","[[4.17, 5.0], [6.5, 6.33]]"
zho,restaurant,R0923:S186,原盅土雞湯非常愛，每次來這裡都會必點一份。,1,原盅土雞湯,False,2,2,2,1,opinion_varies,6.5,6.67,0.16999999999999993,6.67,7.0,0.33000000000000007,0.37121422386541175,"[""必點"", ""非常愛""]","[""food#quality""]","[[6.5, 7.0], [6.67, 6.67]]"
zho,restaurant,R0931:S011,櫻花蝦青蔥炒飯有酥香脆的櫻花蝦撒在粒粒分明的炒飯裡頭，每扒一口飯都能吃到蛋香與酥脆的櫻花蝦，我覺得這盤炒飯必點。,1,炒飯,False,2,2,2,1,opinion_varies,6.0,7.5,1.5,5.67,7.83,2.16,2.629752840097335,"[""必點"", ""粒粒分明""]","[""food#quality""]","[[6.0, 5.67], [7.5, 7.83]]"
zho,restaurant,R0934:S024,芋泥也好吃很滑順，但這款比較容易吃膩。,1,芋泥,False,3,3,3,1,opinion_varies,4.0,6.25,2.25,4.0,6.0,2.0,3.010398644698074,"[""好吃"", ""很滑順"", ""比較容易吃膩""]","[""food#quality""]","[[4.0, 4.0], [6.0, 5.75], [6.25, 6.0]]"
zho,restaurant,R0935:S014,冰檸檬法式伯爵紅茶喝起來一般般，沒什麼記憶點。,1,冰檸檬法式伯爵紅茶,False,2,2,2,1,opinion_varies,4.38,4.75,0.3700000000000001,4.75,4.88,0.1299999999999999,0.39217343102255164,"[""一般般"", ""沒什麼記憶點""]","[""drinks#quality""]","[[4.38, 4.88], [4.75, 4.75]]"
zho,restaurant,R0937:S060,外層搭配鬆軟又有嚼勁的貝果，顛覆了貝果乾硬的刻板印象。,1,貝果,False,2,2,2,1,opinion_varies,6.0,6.12,0.1200000000000001,5.5,5.5,0.0,0.1200000000000001,"[""有嚼勁"", ""鬆軟""]","[""food#quality""]","[[6.0, 5.5], [6.12, 5.5]]"
zho,restaurant,R0937:S079,燕麥奶系列的飲品皆採用OATLY燕麥奶製成，香醇溫潤又不會太死甜。,1,燕麥奶,False,2,2,2,1,opinion_varies,5.83,6.17,0.33999999999999986,5.5,5.67,0.16999999999999993,0.3801315561749641,"[""不會太死甜"", ""香醇溫潤""]","[""drinks#quality""]","[[5.83, 5.5], [6.17, 5.67]]"
zho,restaurant,R0942:S046,燙青菜當天算嫩，但素肉燥太小塊且香味不足。,1,素肉燥,False,2,2,2,2,opinion_and_category_vary,3.83,4.17,0.33999999999999986,5.0,5.33,0.33000000000000007,0.4738143096192853,"[""太小塊"", ""香味不足""]","[""food#quality"", ""food#style_options""]","[[3.83, 5.33], [4.17, 5.0]]"
zho,restaurant,R0944:S041,熱紫米粥味道一般，對我們來說有點太甜了。,1,熱紫米粥味道,False,2,2,2,1,opinion_varies,4.62,5.0,0.3799999999999999,5.0,5.25,0.25,0.45486261662176625,"[""一般"", ""有點太甜""]","[""food#quality""]","[[4.62, 5.25], [5.0, 5.0]]"
zho,restaurant,R0948:S007,麵條為黃油麵留有咬感不軟爛。,1,麵條,False,2,2,2,1,opinion_varies,5.83,6.0,0.16999999999999993,5.17,5.17,0.0,0.16999999999999993,"[""不軟爛"", ""留有咬感""]","[""food#quality""]","[[5.83, 5.17], [6.0, 5.17]]"
zho,restaurant,R0948:S028,烤透抽肉質彈實有嚼勁，直接吃便有烘烤後的海鮮香氣。,1,烤透抽肉質,False,2,2,2,1,opinion_varies,5.83,6.0,0.16999999999999993,5.0,5.0,0.0,0.16999999999999993,"[""彈實"", ""有嚼勁""]","[""food#quality""]","[[5.83, 5.0], [6.0, 5.0]]"
zho,restaurant,R0951:S038,湯頭雖然偏濃，但不會過於油膩，清滑順口。,1,湯頭,False,3,3,3,1,opinion_varies,4.75,6.0,1.25,5.0,5.25,0.25,1.2747548783981961,"[""不會過於油膩"", ""偏濃"", ""清滑順口""]","[""food#quality""]","[[4.75, 5.0], [5.75, 5.0], [6.0, 5.25]]"
zho,restaurant,R0959:S070,我們選了香酥蟹肉天婦羅意外地夠味，得到當天所有人不錯的評價。,1,香酥蟹肉天婦羅,False,2,2,2,1,opinion_varies,5.75,6.0,0.25,5.75,6.0,0.25,0.3535533905932738,"[""不錯"", ""意外地夠味""]","[""food#quality""]","[[5.75, 5.75], [6.0, 6.0]]"
zho,restaurant,R0959:S081,龍膽石斑魚片吃起來肉質扎實又富含膠質。,1,肉質,False,2,2,2,1,opinion_varies,5.88,6.0,0.1200000000000001,5.25,5.38,0.1299999999999999,0.1769180601295413,"[""富含膠質"", ""扎實""]","[""food#quality""]","[[5.88, 5.25], [6.0, 5.38]]"
zho,restaurant,R0966:S033,鳳爪都肥滋滋Q彈，滷的十分入味膠質也很多。,1,鳳爪,False,3,3,3,1,opinion_varies,6.0,6.17,0.16999999999999993,5.33,6.5,1.17,1.182285921425101,"[""q彈"", ""十分入味"", ""肥滋滋""]","[""food#quality""]","[[6.0, 5.33], [6.17, 5.83], [6.17, 6.5]]"
zho,restaurant,R0966:S057,手工烏梅汁就是好喝，烏梅汁水準很高。,1,烏梅汁,False,2,2,2,1,opinion_varies,5.5,6.0,0.5,5.25,6.0,0.75,0.9013878188659973,"[""好喝"", ""水準很高""]","[""drinks#quality""]","[[5.5, 5.25], [6.0, 6.0]]"
zho,restaurant,R0970:S133,右邊側面附的那片帕瑪森起司脆片好好吃啊，鹹脆可口。,1,那片帕瑪森起司脆片,False,2,2,2,1,opinion_varies,6.38,6.62,0.2400000000000002,5.62,5.88,0.2599999999999998,0.3538361202590826,"[""好好吃"", ""鹹脆可口""]","[""food#quality""]","[[6.38, 5.62], [6.62, 5.88]]"
zho,restaurant,R0970:S181,比較驚豔的是三分熟的菲力非常柔軟呢。,1,菲力,False,2,2,2,1,opinion_varies,6.0,6.83,0.8300000000000001,6.0,6.67,0.6699999999999999,1.0666770832824712,"[""比較驚豔"", ""非常柔軟""]","[""food#quality""]","[[6.0, 6.0], [6.83, 6.67]]"
zho,restaurant,R0976:S034,肉片極鮮美，軟嫩Ｑ彈極易入口。,1,肉片,False,3,2,3,2,opinion_and_category_vary,6.25,7.0,0.75,6.0,6.5,0.5,0.9013878188659973,"[""極易入口"", ""極鮮美"", ""軟嫩ｑ彈""]","[""food#quality"", ""restaurant#general""]","[[6.25, 6.0], [7.0, 6.5]]"
zho,restaurant,R0976:S058,清爽綿密的杏仁豆腐真的很棒。,1,杏仁豆腐,False,2,2,2,1,opinion_varies,6.25,6.5,0.25,5.25,6.25,1.0,1.0307764064044151,"[""清爽綿密"", ""真的很棒""]","[""food#quality""]","[[6.25, 5.25], [6.5, 6.25]]"
zho,restaurant,R0978:S024,鮮蝦腸粉裡面的蝦子超大顆，味道鮮美彈牙。,1,蝦子,False,2,2,2,2,opinion_and_category_vary,6.38,6.62,0.2400000000000002,5.5,6.38,0.8799999999999999,0.9121403400793103,"[""彈牙"", ""超大""]","[""food#quality"", ""food#style_options""]","[[6.38, 5.5], [6.62, 6.38]]"
zho,restaurant,R1000:S003,最有記憶點的是蚵仔雖然不算非常大顆，但是很肥美新鮮。,1,蚵仔,False,3,2,3,1,opinion_varies,4.5,6.0,1.5,5.0,5.0,0.0,1.5,"[""不算非常大顆"", ""很肥美"", ""新鮮""]","[""food#quality""]","[[4.5, 5.0], [6.0, 5.0]]"
zho,restaurant,R1000:S009,麵線調味還算可以，沒有過鹹或是太清淡。,1,麵線調味,False,2,2,2,1,opinion_varies,5.25,5.5,0.25,4.88,5.0,0.1200000000000001,0.277308492477241,"[""沒有過鹹"", ""算可以""]","[""food#quality""]","[[5.25, 5.0], [5.5, 4.88]]"
zho,restaurant,R1004:S080,看到濃厚的椰奶咖哩湯頭，真的非常誘人。,1,椰奶咖哩湯頭,False,2,2,2,1,opinion_varies,6.17,6.67,0.5,5.5,6.83,1.33,1.4208800090085019,"[""濃厚"", ""真的非常誘人""]","[""food#quality""]","[[6.17, 5.5], [6.67, 6.83]]"
zho,restaurant,R1004:S123,讓我最驚喜的是炸雞腿肉，先前有用香茅跟香料醃製過，非常地香。,1,炸雞腿肉,False,2,2,2,1,opinion_varies,7.0,7.0,0.0,6.67,6.83,0.16000000000000014,0.16000000000000014,"[""最驚喜"", ""非常地香""]","[""food#quality""]","[[7.0, 6.67], [7.0, 6.83]]"
zho,restaurant,R1005:S003,蜜汁燻茶鵝煙燻的很透徹，鵝肉軟嫩多汁，香氣迷人。,1,鵝肉,False,2,2,2,1,opinion_varies,6.17,6.33,0.16000000000000014,6.0,6.17,0.16999999999999993,0.23345235059857508,"[""軟嫩多汁"", ""香氣迷人""]","[""food#quality""]","[[6.17, 6.0], [6.33, 6.17]]"
zho,restaurant,R1007:S006,筒仔米糕賣相一般，但糯米軟Ｑ入味帶香。,1,糯米,False,2,2,2,1,opinion_varies,5.67,5.83,0.16000000000000014,5.0,5.17,0.16999999999999993,0.23345235059857508,"[""入味帶香"", ""軟ｑ""]","[""food#quality""]","[[5.67, 5.0], [5.83, 5.17]]"
zho,restaurant,R1009:S001,外皮很酥脆沒有過乾也沒有過硬，裡面的豆腐很嫩。,1,外皮,False,3,2,3,1,opinion_varies,5.5,5.88,0.3799999999999999,4.75,5.62,0.8700000000000001,0.9493682109698007,"[""很酥脆"", ""沒有過乾"", ""沒有過硬""]","[""food#quality""]","[[5.5, 4.75], [5.88, 5.62]]"
zho,restaurant,R1018:S093,當天搭配青梅醋飲很好喝，清爽也很解膩。,1,青梅醋飲,False,3,3,3,1,opinion_varies,5.83,6.67,0.8399999999999999,5.5,6.5,1.0,1.180889495253472,"[""很好喝"", ""很解膩"", ""清爽""]","[""drinks#quality""]","[[5.83, 5.5], [6.33, 6.5], [6.67, 6.33]]"
zho,restaurant,R1019:S028,讓我眼睛為之一亮的甜蝦真的非常好吃啊。,1,甜蝦,False,2,2,2,1,opinion_varies,7.0,7.12,0.1200000000000001,7.0,7.12,0.1200000000000001,0.16970562748477155,"[""眼睛為之一亮"", ""非常好吃""]","[""food#quality""]","[[7.0, 7.0], [7.12, 7.12]]"
zho,restaurant,R1028:S064,挪威鮭魚佐番茄莎莎醬，鮭魚非常厚實，煎到外表酥酥的，算是我吃過的鮭魚中料理的很不錯的。,1,鮭魚,False,2,2,2,1,opinion_varies,6.5,7.12,0.6200000000000001,5.88,6.62,0.7400000000000002,0.9654014708917739,"[""很不錯"", ""非常厚實""]","[""food#quality""]","[[6.5, 5.88], [7.12, 6.62]]"
zho,restaurant,R1028:S083,蜂蜜檸檬汁不會太甜，很清爽的一杯飲品。,1,蜂蜜檸檬汁,False,2,2,2,1,opinion_varies,5.75,6.0,0.25,5.0,5.25,0.25,0.3535533905932738,"[""不會太甜"", ""很清爽""]","[""drinks#quality""]","[[5.75, 5.0], [6.0, 5.25]]"
zho,restaurant,R1030:S029,咖哩非常的香濃，雞肉軟嫩入口即化，搭配甩餅及烤餅更是美味。,1,雞肉,False,2,2,2,1,opinion_varies,6.5,6.67,0.16999999999999993,5.83,6.0,0.16999999999999993,0.24041630560342606,"[""入口即化"", ""軟嫩""]","[""food#quality""]","[[6.5, 5.83], [6.67, 6.0]]"
zho,restaurant,R1035:S053,不愛雞肉，覺得偏柴。,1,雞肉,False,2,2,2,1,opinion_varies,4.25,4.25,0.0,4.62,4.75,0.1299999999999999,0.1299999999999999,"[""不愛"", ""偏柴""]","[""food#quality""]","[[4.25, 4.62], [4.25, 4.75]]"
zho,restaurant,R1482:S002,湯不僅沒有味道，還十分油膩。,1,湯,False,2,2,2,1,opinion_varies,3.17,4.0,0.8300000000000001,4.83,5.83,1.0,1.2995768542106312,"[""十分油膩"", ""沒有味道""]","[""food#quality""]","[[3.17, 5.83], [4.0, 4.83]]"
zho,restaurant,R2828:S006,麵包也很厲害，非常的鬆軟。,1,麵包,False,2,2,2,1,opinion_varies,6.83,7.0,0.16999999999999993,6.33,6.83,0.5,0.5281098370604357,"[""很厲害"", ""非常的鬆軟""]","[""food#quality""]","[[6.83, 6.33], [7.0, 6.83]]"
zho,restaurant,R2829:S003,麵包烤的酥脆酥脆口感很好，實在讚。,1,麵包,False,2,2,2,1,opinion_varies,6.5,7.0,0.5,6.0,8.0,2.0,2.0615528128088303,"[""實在讚"", ""酥脆酥脆""]","[""food#quality""]","[[6.5, 6.0], [7.0, 8.0]]"
zho,restaurant,R2829:S006,配菜選擇沙拉，新鮮好吃，份量剛剛好。,1,沙拉,False,2,2,2,1,opinion_varies,6.75,7.0,0.25,6.25,6.5,0.25,0.3535533905932738,"[""好吃"", ""新鮮""]","[""food#quality""]","[[6.75, 6.25], [7.0, 6.5]]"
