language,domain,record_id,text,target_subtask,structure,source_count,vas,opinions,categories
zho,laptop,6764325:S117,TUF的CP值感覺越來越高了，入門40真的首選基本上升級螢幕也是對的方向，之前短板補上了,1,['升級螢幕'],2,"[[6.25, 5.5], [6.38, 5.5]]","['之前短板補上', '也是對的方向']",['DISPLAY#DESIGN_FEATURES']
zho,laptop,6903932:S015,不考慮硬體的話，選擇輕薄的1355U比較好，效能上來說感受上差異應該不大,1,['1355u'],2,"[[6.17, 5.17], [6.25, 5.12]]","['比較好', '輕薄']",['CPU#GENERAL']
zho,laptop,6935931:S025,一般需求是不需要用到商用機型可以看ASUS的VIVOBOOK系列就好ASUSVivobook15X1504VA-0021B1335U午夜藍華碩13代玩勝強悍筆電/i5-1335U/IrisXe/8GB/512GPCIe/15.6吋FHD/W11如果不打遊戲這台文書看影片都很夠用絕對沒問題,1,['這台文書'],2,"[[6.0, 5.62], [6.62, 6.12]]","['看影片都很夠用', '絕對沒問題']","['LAPTOP#GENERAL', 'LAPTOP#USABILITY']"
zho,laptop,6790452:S012,不過目前的cpu都有效能過剩的問題不一定要強迫上新款但當然都是能新就新哈哈,1,['cpu'],2,"[[5.17, 5.0], [5.5, 4.88]]","['能新就新', '都有效能過剩的問題']","['CPU#GENERAL', 'CPU#OPERATION_PERFORMANCE']"
zho,laptop,7100143:S025,筆電外型很好看素雅有質感!登錄保固兩年也很加分平板也會想體驗看看,1,['筆電外型'],2,"[[6.75, 5.38], [7.0, 6.38]]","['很好看', '素雅有質感']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6920254:S148,很期待~是一台很棒的筆電,1,['筆電'],2,"[[6.67, 6.5], [6.67, 6.67]]","['很期待', '很棒']",['LAPTOP#GENERAL']
zho,laptop,6768439:S008,3404算是ZenBook14無印系列第一次出這種國外才有的頂配規格i9跟配32G還有3050真的猛但是猛規猛這台只有單風扇我也真的替他的散熱擔心看三創有沒有展示機可以去實際用看看這種性能通常要雙風扇比較不會高負載不到幾秒直接過熱降頻.....btw這台規格比AirM2好太多了完全不是同個level可以相提並論的真的不要把M2神化到好像是超級電腦無人能比i913900h光是cinebenchr23在多核分數就比M2高出118%也就是兩倍的分數了單核也有高出25%要比也是去跟MBP的M2Ultra比,1,['規格'],3,"[[6.17, 5.33], [6.33, 5.67], [7.25, 7.12]]","['完全不是同個level可以相提並論的', '比AirM2好太多了', '真的猛']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6768439:S008,3404算是ZenBook14無印系列第一次出這種國外才有的頂配規格i9跟配32G還有3050真的猛但是猛規猛這台只有單風扇我也真的替他的散熱擔心看三創有沒有展示機可以去實際用看看這種性能通常要雙風扇比較不會高負載不到幾秒直接過熱降頻.....btw這台規格比AirM2好太多了完全不是同個level可以相提並論的真的不要把M2神化到好像是超級電腦無人能比i913900h光是cinebenchr23在多核分數就比M2高出118%也就是兩倍的分數了單核也有高出25%要比也是去跟MBP的M2Ultra比,1,['i913900h'],2,"[[6.33, 6.0], [6.67, 6.0]]","['單核也有高出25%', '比M2高出118%']",['CPU#OPERATION_PERFORMANCE']
zho,laptop,6729031:S004,不熟電腦的就別亂推其他品牌，免得到時候有問題找你華碩ZenBook算是安全機啦，工作很適合用,1,['華碩zenbook'],2,"[[5.62, 5.12], [6.83, 5.83]]","['安全機', '工作很適合用']",['LAPTOP#GENERAL']
zho,laptop,6764325:S029,素雅的外觀很不錯!不像其他品牌都很中二,1,['外觀'],3,"[[5.75, 5.0], [6.0, 5.0], [6.17, 5.17]]","['不像其他品牌都很中二', '很不錯', '素雅']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6923903:S007,新筆電用到現在都很滿意，螢幕畫質超好，音效超讚，同時超有臨場感，我滿喜歡這台筆電的，唯一的缺點就是內建鍵盤只能白光，國外的都是rgb，為何台灣要拿掉,1,['音效'],2,"[[6.9, 7.0], [7.83, 7.5]]","['超有臨場感', '超讚']","['MULTIMEDIA_DEVICES#GENERAL', 'MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE']"
zho,laptop,6923903:S007,新筆電用到現在都很滿意，螢幕畫質超好，音效超讚，同時超有臨場感，我滿喜歡這台筆電的，唯一的缺點就是內建鍵盤只能白光，國外的都是rgb，為何台灣要拿掉,1,['筆電'],2,"[[6.83, 7.0], [7.0, 6.83]]","['很滿意', '滿喜歡']",['LAPTOP#GENERAL']
zho,laptop,6791667:S009,基本上兩台你都喜歡，只是要2選一，陷入兩難，需要看到足以推翻你購買其中一台的強大理由，就像我考慮買rogzephyrusduo162023跟gt77HX，基本上沒人能給你答案你在找的是擊潰你買的理由，讓你買另一台我只能跟你說，網路的評測跟使用優缺點跟實際有落差有人說AMDR9-7945HX熱爆了，會降頻會降頻是真，遇過一次，但不會比R9-5900HX熱，舊的那個是燙我給你個建議買最貴的螢幕，2K也是渣，4K也是渣，3千9剛買來換，才知道原來螢幕這麼便宜搞死一台才知道筆電原來這麼脆弱都是幻覺，你只要找壽命最長的，其餘都是爛,1,['amdr9-7945hx'],3,"[[3.75, 7.5], [4.17, 5.0], [5.25, 5.25]]","['不會比R9-5900HX熱', '會降頻', '熱爆了']","['CPU#OPERATION_PERFORMANCE', 'FANS_COOLING#OPERATION_PERFORMANCE']"
zho,laptop,6840077:S029,ASUS華碩FX507ZV4-0102B12700H御鐵灰(i7-12700H/16GB/RTX4060/1TBSSD）今年來說一定推你往40系列的規格去挑的喔4060相較於3060規格效能上都比較好如果你主要玩遊戲用的話效能上會比較建議,1,['4060'],2,"[[6.2, 5.6], [6.5, 5.83]]","['效能上會比較建議', '較於3060規格效能上都比較好']",['GRAPHICS#OPERATION_PERFORMANCE']
zho,laptop,7111630:S061,這款電競筆電果真是十分強大（model也是），當然價格也是啦！稱之為旗艦鷹神當之無愧！！！,1,['電競筆電'],2,"[[7.0, 6.5], [7.67, 6.5]]","['十分強大', '稱之為旗艦鷹神當之無愧']",['LAPTOP#GENERAL']
zho,laptop,6956965:S125,"還算不錯的筆電,造型也挺樸實的不花俏",1,['造型'],2,"[[5.5, 4.88], [5.75, 5.25]]","['不花俏', '挺樸實']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6873506:S045,acerPredatorHeliosNeoPHN16推這台+1~這台用料明顯好不少再這價位來說也算CP值高的機種了欸預算夠的話一定推往這台去挑的,1,['acerpredatorheliosneophn16'],2,"[[6.25, 5.75], [6.75, 6.12]]","['推', '用料明顯好不少']","['LAPTOP#GENERAL', 'LAPTOP#QUALITY']"
zho,laptop,6825044:S001,技嘉也有一台AERO但MSI筆電超帥他還有白色可以選白色筆電實體很有質感我覺得你也可以考慮,1,['msi筆電'],2,"[[6.1, 5.5], [7.17, 7.0]]","['可以考慮', '超帥']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']"
zho,laptop,7029907:S002,輕薄高效能推薦ZenBookUX5406SA，跑LOL沒問題，D4我就不知道了,1,['zenbookux5406sa'],3,"[[6.25, 5.62], [6.5, 5.5], [6.75, 5.62]]","['推薦', '輕薄', '高效能']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']"
zho,laptop,6755959:S006,這一次價格上來看跟京東差不了多少了畢竟買進來還有稅的問題要處理Noble6666wrote:想買可是好貴...(恕刪),1,['價格'],2,"[[3.83, 5.5], [5.2, 5.4]]","['想買可是好貴', '跟京東差不了多少了']",['LAPTOP#PRICE']
zho,laptop,7079851:S009,最後，我要猜測：SSD的剩餘空間不足SSD跟以前傳統硬碟HDD不一樣，一旦剩餘空間不足，整體效能會很「明顯地」下降，慢得很有感您最好多留一點空間，不要把SSD用得太滿,1,['效能'],2,"[[3.38, 5.88], [3.5, 5.38]]","['很「明顯地」下降', '慢得很有感']",['HARD_DISK#OPERATION_PERFORMANCE']
zho,laptop,7120838:S077,這價格和重量還滿不錯的，而且外型很簡約，沒有炫目的RGB！,1,['外型'],2,"[[6.17, 5.33], [6.3, 5.7]]","['很簡約', '沒有炫目的RGB']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6714159:S015,asusb945014吋不到1公斤，續航超強使用一個月左右，很棒。,1,['asusb9450'],2,"[[6.12, 5.38], [6.75, 6.38]]","['不到1公斤', '很棒']","['LAPTOP#GENERAL', 'LAPTOP#PORTABILITY']"
zho,laptop,6932879:S065,不只是規格跟價格連重量都那麼頂太驚人了(還是比較喜歡輕一點的筆電,1,['規格'],2,"[[6.5, 6.83], [6.83, 7.17]]","['太驚人', '那麼頂']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6932879:S065,不只是規格跟價格連重量都那麼頂太驚人了(還是比較喜歡輕一點的筆電,1,['價格'],2,"[[4.38, 6.75], [4.62, 7.0]]","['太驚人', '那麼頂']",['LAPTOP#PRICE']
zho,laptop,6932879:S065,不只是規格跟價格連重量都那麼頂太驚人了(還是比較喜歡輕一點的筆電,1,['重量'],2,"[[4.38, 6.75], [4.62, 7.0]]","['太驚人', '那麼頂']",['LAPTOP#PORTABILITY']
zho,laptop,6956965:S167,筆電外型還蠻好看的，有吸引到我。,1,['筆電外型'],2,"[[6.75, 6.12], [7.0, 6.38]]","['有吸引到我', '蠻好看']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6974521:S003,"這台筆電最明顯的缺點就是充電慢,品控不算好,看京東的評價就知道拿到瑕疵品的人不少,多數是螢幕亮暗點和充電口晃動,客服還會裝死說那是正常的,能接受的就沒問題,運氣好遇上京東特價12xx真的無敵",1,['筆電'],2,"[[3.88, 5.38], [4.0, 5.5]]","['拿到瑕疵品的人不少', '最明顯的缺點就是充電慢']","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']"
zho,laptop,6730399:S010,"除非你預算很吃緊不然不建議買二手有沒有問題都很難說,過保固你要維修要花一堆錢你的需求其實可以看這台acerSwift5SF514-55T-51LL迷霧綠宏碁EVO認證時尚纖薄觸控筆電/i5-1135G7/IrisXe/16G/512GPCIe/14吋觸碰FHDIPS/W11他重量很輕帶出去很方便,又很符合你的需求",1,['重量'],2,"[[6.25, 5.38], [6.3, 5.7]]","['出去很方便', '很輕帶']",['LAPTOP#PORTABILITY']
zho,laptop,6918097:S092,"規格真讚,近期想要換個筆電,就恰好看到這篇,來參考參考感謝,不過就留言看下來,規格真的頂...",1,['規格'],2,"[[6.8, 5.8], [7.2, 6.0]]","['讚', '頂']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6789589:S003,目前用的是快2公斤的筆電，還真的無法想像用提袋裝1cm+1kg，真的輕薄到很方便，有帶出門的需求真的適合,1,['筆電'],2,"[[6.75, 6.25], [6.83, 5.83]]","['有帶出門的需求真的適合', '真的輕薄到很方便']",['LAPTOP#PORTABILITY']
zho,laptop,6826356:S012,不過有些平價機種，在散熱方面採用共用設計，只有單風扇、散熱銅管也不夠多，散熱效果就會大打折扣。,1,['散熱方面'],2,"[[4.83, 5.0], [5.0, 5.0]]","['共用設計', '單風扇']",['FANS_COOLING#DESIGN_FEATURES']
zho,laptop,6734862:S031,LGgram超輕超好帶、電量也夠、週圍女生看了也都喜歡這種輕薄的機型，預算拉一下，不會後悔。,1,['lggram'],3,"[[6.38, 6.25], [6.75, 6.0], [6.88, 6.12]]","['喜歡這種輕薄的機型', '超好帶', '超輕']","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']"
zho,laptop,6818071:S120,雙螢幕可以直立擺放還挺特別的感覺可以做很多工作,1,['雙螢幕'],2,"[[5.88, 5.38], [6.5, 5.17]]","['可以做很多工作', '挺特別']",['DISPLAY#DESIGN_FEATURES']
zho,laptop,6940619:S015,螢幕很大看起來很棒看資料或工作都很方便,1,['螢幕'],3,"[[6.5, 6.17], [6.75, 6.25], [6.75, 6.62]]","['很大', '很方便', '看起來很棒']","['DISPLAY#DESIGN_FEATURES', 'DISPLAY#GENERAL', 'DISPLAY#USABILITY']"
zho,laptop,6922802:S037,難得電競筆電外觀樸素有質感！！讚！！,1,['電競筆電外觀'],2,"[[5.5, 5.0], [6.0, 5.38]]","['有質感', '樸素']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6936541:S004,粉色好少女心好好看圖片改線稿看起來蠻專業的配上OLED螢幕畫質清晰,1,['粉色'],2,"[[6.88, 6.62], [7.0, 7.0]]","['好好看', '好少女心']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6935598:S212,小巧筆電，看起來還不錯！包起來~~,1,['筆電'],2,"[[6.12, 5.0], [6.33, 5.5]]","['小巧', '看起來還不錯']","['LAPTOP#GENERAL', 'LAPTOP#PORTABILITY']"
zho,laptop,6743980:S021,真的，有點動手能力的人根本不推薦在台灣市場買筆記型電腦這種產品對岸相同牌子(ASUS、Lenovo等等)規格相當或更好比台灣便宜5K到10K都是常態，含上運費也遠遠低於台灣售價台灣消費者真是盤子...,1,['筆記型電腦'],2,"[[3.83, 5.17], [4.75, 5.38]]","['含上運費也遠遠低於台灣售價', '根本不推薦在台灣市場買']","['LAPTOP#GENERAL', 'LAPTOP#PRICE']"
zho,laptop,7024955:S020,CP值高，但仔細看這螢幕色域太低不太行阿,1,['螢幕色域'],2,"[[3.5, 6.0], [4.0, 4.83]]","['不太行', '太低']",['DISPLAY#OPERATION_PERFORMANCE']
zho,laptop,6872142:S002,現在真的蠻便宜的，X1404VA純文書作業蠻夠用的唷，工作是挺合適的,1,['x1404va'],2,"[[6.0, 5.0], [6.83, 5.83]]","['真的蠻便宜', '純文書作業蠻夠用']","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PRICE']"
zho,laptop,6777250:S964,筆電越做越好也越來越貴買的人只能希望能撐個5年10年囉哈哈,1,['筆電'],2,"[[3.5, 6.33], [6.5, 6.25]]","['越來越貴', '越做越好']","['LAPTOP#GENERAL', 'LAPTOP#PRICE']"
zho,laptop,6837523:S011,"建議挑桌電筆電除了攜帶方便長期處在高溫很快壞大學還是桌點實用一點機械系還會繪製3D圖(CREO,solidwork)或是跑模擬軟體30K筆電要跑的順真的有難度",1,['筆電'],3,"[[3.83, 5.0], [4.38, 5.12], [6.0, 5.0]]","['攜帶方便', '要跑的順真的有難度', '長期處在高溫很快壞']","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#PORTABILITY', 'LAPTOP#QUALITY']"
zho,laptop,6867264:S001,看有沒有帶出去的需求，畢竟15吋螢幕比較大也比較重，不然選U的CPU除了文書外很多事情都做不了，雖然是閹割版的但還是比1235U來的好，所以選IdeaPadslim3會比較好，店家買也會比MOMO來的便宜些，如果能多捏一點預算可以買hp15-fa0031TX至少是用i5-12500H/RTX3050-4G，打起遊戲來也比較順，價格也可以問問店家就能夠少捏一點,1,['15吋螢幕'],2,"[[4.5, 5.0], [5.75, 5.0]]","['比較大', '比較重']","['DISPLAY#DESIGN_FEATURES', 'DISPLAY#PORTABILITY']"
zho,laptop,6772787:S241,功能外型太強大了~讚,1,['功能'],2,"[[6.8, 6.0], [7.25, 6.62]]","['太強大', '讚']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6772787:S241,功能外型太強大了~讚,1,['外型'],2,"[[6.8, 6.0], [7.25, 6.62]]","['太強大', '讚']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6818071:S057,雙螢幕，還不錯，算是有點創意。,1,['雙螢幕'],2,"[[6.0, 5.5], [6.33, 5.5]]","['有點創意', '還不錯']","['DISPLAY#DESIGN_FEATURES', 'LAPTOP#GENERAL']"
zho,laptop,6701483:S014,粉粉的綠色一定很吸引女生但是感覺男生用起來也沒有違和感真是一台不錯有自己特色的筆電,1,['粉粉的綠色'],2,"[[5.83, 5.83], [5.83, 6.0]]","['一定很吸引女生', '男生用起來也沒有違和感']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6701483:S014,粉粉的綠色一定很吸引女生但是感覺男生用起來也沒有違和感真是一台不錯有自己特色的筆電,1,['筆電'],2,"[[5.83, 5.33], [6.0, 5.25]]","['不錯', '有自己特色']",['LAPTOP#GENERAL']
zho,laptop,6918097:S051,雖然效能與整體表現令人驚艷，但精美的價格同樣令人眼睛為之一亮。,1,['價格'],2,"[[4.62, 5.5], [6.62, 6.5]]","['令人眼睛為之一亮', '精美']",['LAPTOP#PRICE']
zho,laptop,7109921:S006,技嘉近來OLED螢幕算蠻有料，他們高規筆電一直沒有被注意到有點可惜我是用17X，重量適中、外觀低調但簡約好看，續航不錯，站邊幫忙推一下,1,['外觀'],2,"[[5.83, 5.0], [6.33, 5.67]]","['低調', '簡約好看']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,7105703:S236,不錯的筆電，越來越棒了。,1,['筆電'],2,"[[5.75, 5.0], [6.25, 5.5]]","['不錯', '越來越棒']",['LAPTOP#GENERAL']
zho,laptop,6887610:S017,MSIPrestige13EvoA12M-234TW石磨灰微星輕薄效能筆電/i5-1240P/IrisXe/16GDDR5/512GBPCIe/13.3吋16:10FHD+/0.99Kg/W11推薦這台應該夠用囉,1,['msiprestige13evoa12m-234tw石磨灰微星輕薄效能筆電'],2,"[[5.88, 5.0], [6.25, 5.62]]","['應該夠用', '推薦']",['LAPTOP#GENERAL']
zho,laptop,6770036:S535,"筆電很棒,我喜歡..",1,['筆電'],2,"[[6.75, 5.88], [6.75, 6.38]]","['喜歡', '很棒']",['LAPTOP#GENERAL']
zho,laptop,6944546:S001,"我很多年前買過Razer的產品後就再也不買了品質差到不行就只賣個牌子價格有7成是買裡面那張logo貼紙東西便宜也就算了還死貴比中國的三無電子產品還垃圾,起碼人家超便宜Razer就是電子垃圾",1,['razer的產品'],2,"[[2.0, 7.83], [2.33, 7.33]]","['死貴', '比中國的三無電子產品還垃圾']","['LAPTOP#GENERAL', 'LAPTOP#PRICE']"
zho,laptop,6920254:S341,"筆電簡單俐落,不過上蓋的斜角燈條有點多餘,沒有更好。",1,['上蓋的斜角燈條'],2,"[[4.0, 5.25], [4.33, 5.0]]","['有點多餘', '沒有更好']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,7112615:S064,PS.這外型相對MSI自家的電競機種，低調沉穩多了，很適合商務人士。,1,['外型'],2,"[[6.12, 5.25], [6.5, 5.5]]","['低調沉穩多了', '很適合商務人士']",['LAPTOP#DESIGN_FEATURES']
zho,laptop,6902502:S025,MSI電競筆電很好用用了好幾年了還是頭好壯壯,1,['msi電競筆電'],2,"[[6.38, 5.75], [6.7, 6.0]]","['很好用', '頭好壯壯']",['LAPTOP#GENERAL']
zho,restaurant,R0283:S004,肉粿每一塊都好脆好恰好喜歡。,1,['肉粿'],3,"[[6.12, 6.0], [6.25, 6.0], [6.62, 6.62]]","['好喜歡', '好恰', '好脆']",['FOOD#QUALITY']
zho,restaurant,R0284:S018,很夠味起司也很香。,1,['起司'],2,"[[6.5, 6.33], [6.67, 6.5]]","['很夠味', '很香']",['FOOD#QUALITY']
zho,restaurant,R0284:S027,雞肉烤得嫩有點微甜。,1,['雞肉'],2,"[[6.0, 5.6], [6.1, 5.6]]","['嫩', '微甜']",['FOOD#QUALITY']
zho,restaurant,R0285:S020,真的解膩又爽口。,1,[None],2,"[[5.88, 5.5], [6.0, 5.38]]","['爽口', '解膩']",['FOOD#QUALITY']
zho,restaurant,R0286:S003,炸的很酥脆軟嫩又多汁。,1,[None],3,"[[6.5, 6.33], [6.5, 6.5]]","['多汁', '很酥脆', '軟嫩']",['FOOD#QUALITY']
zho,restaurant,R0287:S008,蘿蔔糕蠻大塊的又厚實。,1,['蘿蔔糕'],2,"[[6.62, 5.62], [6.62, 6.25]]","['厚實', '蠻大塊']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']"
zho,restaurant,R0288:S003,主打高CP值又大顆的手工小籠包。,1,['手工小籠包'],2,"[[6.5, 5.25], [6.5, 5.88]]","['大顆', '高CP值']","['FOOD#PRICES', 'FOOD#STYLE_OPTIONS']"
zho,restaurant,R0288:S009,我超愛厚皮的小籠包。,1,['小籠包'],2,"[[6.25, 6.0], [8.0, 8.0]]","['厚皮', '超愛']",['FOOD#QUALITY']
zho,restaurant,R0289:S013,米飯粒粒分明又不油膩。,1,['米飯'],2,"[[5.75, 5.12], [6.0, 5.5]]","['不油膩', '粒粒分明']",['FOOD#QUALITY']
zho,restaurant,R0289:S029,魚肉細緻溼潤鮮味足。,1,['魚肉'],3,"[[6.5, 5.83], [6.5, 6.0]]","['溼潤', '細緻', '鮮味足']",['FOOD#QUALITY']
zho,restaurant,R0289:S032,麵衣薄酥無油。,1,['麵衣'],2,"[[5.83, 5.33], [6.17, 5.5]]","['無油', '薄酥']",['FOOD#QUALITY']
zho,restaurant,R0296:S009,地點很顯目好找。,1,['地點'],2,"[[6.0, 5.25], [6.0, 6.75]]","['好找', '很顯目']",['LOCATION#GENERAL']
zho,restaurant,R0300:S008,再配上滿滿又多汁的餡料。,1,['餡料'],2,"[[5.83, 5.17], [5.83, 5.33]]","['多汁', '滿滿']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']"
zho,restaurant,R0301:S013,白膏極多又黏稠。,1,['白膏'],2,"[[5.33, 5.17], [5.83, 5.5]]","['極多', '黏稠']",['FOOD#QUALITY']
zho,restaurant,R0303:S060,清甜卻不膩口。,1,[None],2,"[[6.0, 5.5], [6.17, 5.5]]","['不膩口', '清甜']",['FOOD#QUALITY']
zho,restaurant,R0305:S011,略有嚼勁很好吃。,1,[None],2,"[[6.17, 6.0], [6.33, 6.83]]","['很好吃', '略有嚼勁']",['FOOD#QUALITY']
zho,restaurant,R0000:S023,不過他們這種道地的拉麵我真的很愛，再配上軟嫩的叉燒與脆爽的筍干。,1,['拉麵'],2,"[[6.0, 5.25], [6.75, 6.5]]","['真的很愛', '道地的']",['FOOD#QUALITY']
zho,restaurant,R0013:S013,雞腿肉不錯有入味。,1,['雞腿肉'],2,"[[6.12, 5.38], [6.12, 5.5]]","['不錯', '入味']",['FOOD#QUALITY']
zho,restaurant,R0015:S034,裡頭的草莓不僅大顆又香甜。,1,['草莓'],2,"[[6.38, 5.75], [6.5, 5.88]]","['大顆', '香甜']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']"
zho,restaurant,R0017:S030,甜中帶鹹香，相當的好吃。,1,[None],2,"[[5.88, 5.12], [6.25, 5.88]]","['好吃', '甜中帶鹹香']",['FOOD#QUALITY']
zho,restaurant,R0017:S037,麵條Q彈好吃，搭配的白醬相當濃郁。,1,['麵條'],2,"[[6.12, 5.38], [6.12, 5.5]]","['Q彈', '好吃']",['FOOD#QUALITY']
zho,restaurant,R0019:S010,紅喉的肉質也軟嫩，但比馬頭魚更多一點Q彈口感。,1,['紅喉的肉質'],2,"[[6.12, 5.12], [6.25, 5.5]]","['更多一點Q彈', '軟嫩']",['FOOD#QUALITY']
zho,restaurant,R0020:S004,氣氛也不錯，走精緻路線(非高檔)。,1,['氣氛'],2,"[[6.0, 5.33], [6.17, 5.5]]","['不錯', '精緻']",['AMBIENCE#GENERAL']
zho,restaurant,R0020:S015,明蝦雖然沒有到非常大尾，但是肉質不錯又新鮮，蝦頭很貼心的幫忙脫殼了。,1,['肉質'],2,"[[6.0, 5.0], [6.25, 6.5]]","['不錯', '新鮮']",['FOOD#QUALITY']
zho,restaurant,R0021:S026,肉質超級細嫩又鮮甜。,1,['肉質'],2,"[[6.38, 5.62], [6.75, 6.5]]","['超級細嫩', '鮮甜']",['FOOD#QUALITY']
zho,restaurant,R0024:S023,不死鹹的花生，單吃下飯都很過癮。,1,['花生'],2,"[[5.83, 5.33], [6.5, 6.5]]","['不死鹹', '很過癮']",['FOOD#QUALITY']
zho,restaurant,R0024:S025,豬肉軟嫩不乾硬。,1,['豬肉'],2,"[[6.33, 5.33], [6.67, 5.5]]","['不乾硬', '軟嫩']",['FOOD#QUALITY']
zho,restaurant,R0026:S011,那香氣逼人讓人無法抗拒啊。,1,[None],2,"[[6.5, 5.83], [6.67, 6.5]]","['讓人無法抗拒', '香氣逼人']",['FOOD#QUALITY']
zho,restaurant,R0028:S006,麵包外層酥脆好吃。,1,['麵包外層'],2,"[[6.5, 6.0], [6.67, 6.0]]","['好吃', '酥脆']",['FOOD#QUALITY']
zho,restaurant,R0028:S026,覺得他加的起司吃不出味道，感覺可以不用加。,1,['起司'],2,"[[3.83, 5.67], [4.0, 4.83]]","['不用加', '吃不出味道']",['FOOD#QUALITY']
zho,restaurant,R0030:S026,湯頭偏淡，不是很喜歡。,1,['湯頭'],2,"[[4.0, 5.0], [4.25, 4.75]]","['不是很喜歡', '偏淡']",['FOOD#QUALITY']
zho,restaurant,R0030:S033,小卷新鮮度尚可，大腸無臊味淡切得偏小塊。,1,['大腸'],2,"[[4.0, 5.0], [5.0, 5.0]]","['偏小', '無臊味淡']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']"
zho,restaurant,R0030:S034,鴨肉丸彈而有味，肉羹偏軟無特色。,1,['肉羹'],2,"[[4.0, 4.5], [4.5, 5.0]]","['偏軟', '無特色']",['FOOD#QUALITY']
zho,restaurant,R0030:S040,麵線有免費附一杯紅茶，甜度溫和茶味淡。,1,['紅茶'],2,"[[5.25, 5.0], [5.5, 5.0]]","['甜度溫和', '茶味淡']",['DRINKS#QUALITY']
zho,restaurant,R0031:S011,可惜的是蒜片沒有煎得恰恰。,1,['蒜片'],2,"[[3.83, 5.5], [4.0, 5.33]]","['可惜', '沒有煎得恰恰']",['FOOD#QUALITY']
zho,restaurant,R0031:S017,吃得到松阪豬脆脆的口感，配上玫瑰鹽很讚。,1,['松阪豬'],2,"[[6.33, 6.0], [6.67, 6.33]]","['很讚', '脆脆']",['FOOD#QUALITY']
zho,restaurant,R0031:S019,我個人蠻喜歡松阪豬，直接吃就很好吃。,1,['松阪豬'],2,"[[7.0, 6.0], [7.0, 6.5]]","['很好吃', '蠻喜歡']",['FOOD#QUALITY']
zho,restaurant,R0032:S034,蜂蜜紅茶則非常難喝，有股臭味，而且又超貴。,1,['蜂蜜紅茶'],3,"[[1.5, 6.5], [2.0, 7.0], [3.25, 6.75]]","['有股臭味', '超貴', '非常難喝']","['DRINKS#PRICES', 'DRINKS#QUALITY']"
zho,restaurant,R0036:S007,這次吃下來我覺得滿不錯的欸，是好吃的燒肉店。,1,['燒肉店'],2,"[[6.0, 5.5], [6.0, 6.0]]","['好吃', '滿不錯']",['RESTAURANT#GENERAL']
zho,restaurant,R0039:S049,小菜的量給的很是豐富，滿滿像一座小山一樣。,1,['小菜的量'],2,"[[7.0, 6.5], [7.25, 6.0]]","['很是豐富', '滿滿']",['FOOD#STYLE_OPTIONS']
zho,restaurant,R0039:S066,但這家店僅需要$165就可以吃到美味的炸豬排炒飯，真的很便宜。,1,['炸豬排炒飯'],2,"[[6.25, 6.25], [6.5, 6.0]]","['真的很便宜', '美味']","['FOOD#PRICES', 'FOOD#QUALITY']"
zho,restaurant,R0044:S025,魷魚炸蠻新鮮可口，也有吃到魷魚本身的鮮味。,1,['魷魚'],2,"[[6.33, 5.67], [6.67, 6.0]]","['可口', '蠻新鮮']",['FOOD#QUALITY']
zho,restaurant,R0044:S030,老周冷泡茶(無糖)35元▼就是好喝的茶，不會澀。,1,['老周冷泡茶'],2,"[[6.5, 5.88], [6.5, 6.0]]","['不會澀', '好喝']",['DRINKS#QUALITY']
zho,restaurant,R0044:S032,祖傳無骨鹹酥雞蠻大塊又很多汁嫩口味美。,1,['祖傳無骨鹹酥雞'],3,"[[6.5, 6.0], [6.67, 5.67], [7.0, 5.67]]","['味美', '嫩口', '蠻大塊']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']"
zho,restaurant,R0044:S039,不過一樣沒有油耗味，也是清爽的風格。,1,[None],2,"[[5.62, 5.12], [6.0, 5.38]]","['沒有油耗味', '清爽']",['FOOD#QUALITY']
